Player,Hands,Result,RakePaid,1kRakeback,5kRakeback,>5kRakeback,Cumulative,winrate,Rbwinrate,rbeffect,Reg,PlayerType,RBReg,RB_PlayerType
Player 961,311,-400.21,49.68,4.968,0,0,4.97,-128.6848875,-127.0868167,0.01241848,0,0,0,0
Player 962,310,191.84,29.45,2.945,0,0,2.95,61.88387097,62.83548387,0.015377398,1,1,1,1
Player 963,310,94.83,35.34,3.534,0,0,3.53,30.59032258,31.72903226,0.037224507,1,1,1,1
Player 964,309,257.72,39.1,3.91,0,0,3.91,83.40453074,84.66990291,0.015171504,1,1,1,1
Player 965,309,53.85,23.87,2.387,0,0,2.39,17.42718447,18.20064725,0.044382544,1,1,1,1
Player 966,309,-474.48,121.59,12.159,0,0,12.16,-153.5533981,-149.618123,0.025628056,0,0,0,0
Player 967,308,-333.11,20.7,2.07,0,0,2.07,-108.1525974,-107.4805195,0.006214163,0,0,0,0
Player 968,308,203.41,47.86,4.786,0,0,4.79,66.04220779,67.5974026,0.023548498,1,1,1,1
Player 969,307,-254.96,26.38,2.638,0,0,2.64,-83.04885993,-82.18892508,0.010354565,0,0,0,0
Player 970,307,-79.88,21.62,2.162,0,0,2.16,-26.01954397,-25.31596091,0.027040561,0,0,0,0
Player 971,306,61.37,50.16,5.016,0,0,5.02,20.05555556,21.69607843,0.081798925,1,1,1,1
Player 972,306,-26.42,24.63,2.463,0,0,2.46,-8.633986928,-7.830065359,0.093111279,0,0,0,0
Player 973,305,-0.54,56.25,5.625,0,0,5.63,-0.17704918,1.668852459,10.42592593,0,0,1,1
Player 974,305,-11.77,74.86,7.486,0,0,7.49,-3.859016393,-1.403278689,0.636363636,0,0,0,0
Player 975,305,-134.33,25.99,2.599,0,0,2.6,-44.04262295,-43.19016393,0.019355319,0,0,0,0
Player 976,304,144.78,59.12,5.912,0,0,5.91,47.625,49.56907895,0.040820555,1,1,1,1
Player 977,304,-67.05,26.6,2.66,0,0,2.66,-22.05592105,-21.18092105,0.039671887,0,0,0,0
Player 978,303,-55.23,42.4,4.24,0,0,4.24,-18.22772277,-16.82838284,0.076769871,0,0,0,0
Player 979,303,-331.75,35.07,3.507,0,0,3.51,-109.4884488,-108.330033,0.010580256,0,0,0,0
Player 980,302,-63.4,21.4,2.14,0,0,2.14,-20.99337748,-20.28476821,0.033753943,0,0,0,0
Player 981,302,-190.18,32.57,3.257,0,0,3.26,-62.97350993,-61.89403974,0.017141655,0,0,0,0
Player 982,302,123.61,31.22,3.122,0,0,3.12,40.93046358,41.96357616,0.025240676,1,1,1,1
Player 983,301,-120.01,36.56,3.656,0,0,3.66,-39.87043189,-38.65448505,0.030497459,0,0,0,0
Player 984,301,-120.99,38.4,3.84,0,0,3.84,-40.19601329,-38.92026578,0.03173816,0,0,0,0
Player 985,301,247.54,31.35,3.135,0,0,3.14,82.23920266,83.28239203,0.012684819,1,1,1,1
Player 986,300,-231.26,18.73,1.873,0,0,1.87,-77.08666667,-76.46333333,0.008086137,0,0,0,0
Player 987,300,-229.02,30.6,3.06,0,0,3.06,-76.34,-75.32,0.013361278,0,0,0,0
Player 988,299,-132.23,21.74,2.174,0,0,2.17,-44.22408027,-43.49832776,0.016410799,0,0,0,0
Player 989,299,-65.71,25.09,2.509,0,0,2.51,-21.97658863,-21.13712375,0.038198143,0,0,0,0
Player 990,298,-203.32,37.78,3.778,0,0,3.78,-68.22818792,-66.95973154,0.018591383,0,0,0,0
Player 991,298,87.83,39.56,3.956,0,0,3.96,29.47315436,30.80201342,0.0450871,1,1,1,1
Player 992,298,-66.03,33.04,3.304,0,0,3.3,-22.15771812,-21.05033557,0.049977283,0,0,0,0
Player 993,297,-27.6,16.16,1.616,0,0,1.62,-9.292929293,-8.747474747,0.058695652,0,0,0,0
Player 994,297,-92.02,36.24,3.624,0,0,3.62,-30.98316498,-29.76430976,0.039339274,0,0,0,0
Player 995,297,-404.41,37.19,3.719,0,0,3.72,-136.1649832,-134.9124579,0.009198586,0,0,0,0
Player 996,296,-197.43,13.06,1.306,0,0,1.31,-66.69932432,-66.25675676,0.006635263,0,0,0,0
Player 997,296,202.89,33.5,3.35,0,0,3.35,68.54391892,69.67567568,0.01651141,1,1,1,1
Player 998,296,209.29,68.2,6.82,0,0,6.82,70.70608108,73.01013514,0.032586363,1,1,1,1
Player 999,295,-105.99,30.53,3.053,0,0,3.05,-35.92881356,-34.89491525,0.0287763,0,0,0,0
Player 1000,295,-154.06,22.48,2.248,0,0,2.25,-52.22372881,-51.46101695,0.014604699,0,0,0,0
