Player,Hands,Result,RakePaid,1kRakeback,5kRakeback,>5kRakeback,Cumulative,winrate,Rbwinrate,rbeffect,Reg,PlayerType,RBReg,RB_PlayerType
Player 709,462,474.37,105.23,10.523,0,0,10.52,102.6774892,104.9545455,0.022176782,1,1,1,1
Player 710,461,-5.98,41.53,4.153,0,0,4.15,-1.297180043,-0.396963124,0.693979933,0,0,0,0
Player 711,460,-681.4,67.45,6.745,0,0,6.75,-148.1304348,-146.6630435,0.009906076,0,0,0,0
Player 712,459,61.93,37.91,3.791,0,0,3.79,13.49237473,14.31808279,0.061198127,1,1,1,1
Player 713,459,-301.33,73.68,7.368,0,0,7.37,-65.64923747,-64.04357298,0.024458235,0,0,0,0
Player 714,458,-73.03,36.91,3.691,0,0,3.69,-15.94541485,-15.13973799,0.050527181,0,0,0,0
Player 715,457,5.55,72.25,7.225,0,0,7.23,1.214442013,2.796498906,1.302702703,1,1,1,1
Player 716,456,-85.55,85.42,8.542,0,0,8.54,-18.76096491,-16.88815789,0.099824664,0,0,0,0
Player 717,456,-402.31,53.17,5.317,0,0,5.32,-88.22587719,-87.05921053,0.013223634,0,0,0,0
Player 718,455,-507.12,17.81,1.781,0,0,1.78,-111.4549451,-111.0637363,0.003510017,0,0,0,0
Player 719,454,-133.87,75.71,7.571,0,0,7.57,-29.48678414,-27.81938326,0.056547397,0,0,0,0
Player 720,453,-206.26,29.48,2.948,0,0,2.95,-45.53200883,-44.8807947,0.014302337,0,0,0,0
Player 721,453,-210.61,43.21,4.321,0,0,4.32,-46.49227373,-45.53863135,0.020511847,0,0,0,0
Player 722,452,-183.2,61.58,6.158,0,0,6.16,-40.53097345,-39.16814159,0.033624454,0,0,0,0
Player 723,451,-245.08,71.34,7.134,0,0,7.13,-54.34146341,-52.76053215,0.029092541,0,0,0,0
Player 724,450,51.13,52.95,5.295,0,0,5.3,11.36222222,12.54,0.103657344,1,1,1,1
Player 725,449,-189.87,25.91,2.591,0,0,2.59,-42.28730512,-41.71046771,0.013640912,0,0,0,0
Player 726,449,-90.3,44.74,4.474,0,0,4.47,-20.11135857,-19.11581292,0.049501661,0,0,0,0
Player 727,448,-264.14,34.91,3.491,0,0,3.49,-58.95982143,-58.18080357,0.01321269,0,0,0,0
Player 728,447,-273.31,55.2,5.52,0,0,5.52,-61.14317673,-59.9082774,0.020196846,0,0,0,0
Player 729,447,-131.67,73.53,7.353,0,0,7.35,-29.45637584,-27.81208054,0.055821372,0,0,0,0
Player 730,446,-366.36,80.81,8.081,0,0,8.08,-82.14349776,-80.33183857,0.022054809,0,0,0,0
Player 731,445,-157.26,31.01,3.101,0,0,3.1,-35.33932584,-34.64269663,0.019712578,0,0,0,0
Player 732,444,-37.41,25.09,2.509,0,0,2.51,-8.425675676,-7.86036036,0.06709436,0,0,0,0
Player 733,443,-63.47,61.01,6.101,0,0,6.1,-14.32731377,-12.9503386,0.096108398,0,0,0,0
Player 734,443,-14.97,28.03,2.803,0,0,2.8,-3.379232506,-2.74717833,0.187040748,0,0,0,0
Player 735,442,108.01,53.85,5.385,0,0,5.39,24.43665158,25.6561086,0.049902787,1,1,1,1
Player 736,441,-143.89,31.69,3.169,0,0,3.17,-32.62811791,-31.90929705,0.022030718,0,0,0,0
Player 737,441,-306.33,43.42,4.342,0,0,4.34,-69.46258503,-68.47845805,0.014167728,0,0,0,0
Player 738,440,-46.39,59.06,5.906,0,0,5.91,-10.54318182,-9.2,0.127398146,0,0,0,0
Player 739,439,-464.53,85.36,8.536,0,0,8.54,-105.8154897,-103.8701595,0.018384173,0,0,0,0
Player 740,438,188.27,58.16,5.816,0,0,5.82,42.98401826,44.31278539,0.03091305,1,1,1,1
Player 741,438,128.89,46.06,4.606,0,0,4.61,29.42694064,30.47945205,0.035766933,1,1,1,1
Player 742,437,-197.75,38.31,3.831,0,0,3.83,-45.25171625,-44.37528604,0.019367889,0,0,0,0
Player 743,436,-81.29,28.09,2.809,0,0,2.81,-18.64449541,-18,0.034567597,0,0,0,0
Player 744,435,-156.49,31.08,3.108,0,0,3.11,-35.97471264,-35.25977011,0.019873474,0,0,0,0
Player 745,435,244.06,47.46,4.746,0,0,4.75,56.10574713,57.19770115,0.019462427,1,1,1,1
Player 746,434,-107.67,46.42,4.642,0,0,4.64,-24.80875576,-23.73963134,0.043094641,0,0,0,0
Player 747,433,-296.94,37.17,3.717,0,0,3.72,-68.57736721,-67.7182448,0.012527783,0,0,0,0
Player 748,432,137.37,47,4.7,0,0,4.7,31.79861111,32.88657407,0.034214166,1,1,1,1
Player 749,431,-134.05,20.91,2.091,0,0,2.09,-31.10208817,-30.61716937,0.015591197,0,0,0,0
Player 750,430,-56.38,35.64,3.564,0,0,3.56,-13.11162791,-12.28372093,0.063142958,0,0,0,0
Player 751,430,-71.41,40.49,4.049,0,0,4.05,-16.60697674,-15.66511628,0.056714746,0,0,0,0
Player 752,429,-63.29,14.97,1.497,0,0,1.5,-14.75291375,-14.4032634,0.023700427,0,0,0,0
Player 753,428,-442.79,50.2,5.02,0,0,5.02,-103.4556075,-102.2827103,0.011337203,0,0,0,0
Player 754,427,-670.38,50.43,5.043,0,0,5.04,-156.9976581,-155.8173302,0.007518124,0,0,0,0
Player 755,426,173.34,30.23,3.023,0,0,3.02,40.69014085,41.39906103,0.017422407,1,1,1,1
Player 756,426,-315.51,40.29,4.029,0,0,4.03,-74.06338028,-73.11737089,0.012772971,0,0,0,0
Player 757,425,-401.73,53.69,5.369,0,0,5.37,-94.52470588,-93.26117647,0.013367187,0,0,0,0
Player 758,425,145.02,74.64,7.464,0,0,7.46,34.12235294,35.87764706,0.051441181,1,1,1,1
Player 759,424,409.62,53.53,5.353,0,0,5.35,96.60849057,97.87028302,0.013060886,1,1,1,1
Player 760,423,196.36,37.38,3.738,0,0,3.74,46.42080378,47.30496454,0.019046649,1,1,1,1
Player 761,422,26.43,68,6.8,0,0,6.8,6.263033175,7.874407583,0.25728339,1,1,1,1
Player 762,421,-31.8,34.63,3.463,0,0,3.46,-7.553444181,-6.731591449,0.108805031,0,0,0,0
Player 763,420,-1165.32,90.47,9.047,0,0,9.05,-277.4571429,-275.302381,0.007766107,0,0,0,0
Player 764,419,-186.54,27.89,2.789,0,0,2.79,-44.5202864,-43.85441527,0.014956578,0,0,0,0
Player 765,419,-101.65,39.92,3.992,0,0,3.99,-24.2601432,-23.30787589,0.039252336,0,0,0,0
Player 766,418,-17.1,62.44,6.244,0,0,6.24,-4.090909091,-2.598086124,0.364912281,0,0,0,0
Player 767,417,-282.55,47.46,4.746,0,0,4.75,-67.75779376,-66.61870504,0.016811184,0,0,0,0
Player 768,416,-307.06,53.06,5.306,0,0,5.31,-73.8125,-72.53605769,0.017293037,0,0,0,0
Player 769,415,465.56,100.96,10.096,0,0,10.1,112.1831325,114.6168675,0.021694304,1,1,1,1
Player 770,415,60.23,31.38,3.138,0,0,3.14,14.51325301,15.26987952,0.052133488,1,1,1,1
Player 771,415,-279.06,48.29,4.829,0,0,4.83,-67.24337349,-66.07951807,0.017308106,0,0,0,0
Player 772,414,66.68,36.21,3.621,0,0,3.62,16.10628019,16.98067633,0.054289142,1,1,1,1
Player 773,413,-114.72,22.96,2.296,0,0,2.3,-27.77723971,-27.22033898,0.020048815,0,0,0,0
Player 774,412,199.62,69.25,6.925,0,0,6.93,48.45145631,50.13349515,0.03471596,1,1,1,1
Player 775,411,-60.07,60.37,6.037,0,0,6.04,-14.61557178,-13.1459854,0.100549359,0,0,0,0
Player 776,410,-97.33,73.53,7.353,0,0,7.35,-23.73902439,-21.94634146,0.075516285,0,0,0,0
Player 777,409,-391.98,31.14,3.114,0,0,3.11,-95.83863081,-95.07823961,0.007934078,0,0,0,0
Player 778,409,-149.42,28.09,2.809,0,0,2.81,-36.53300733,-35.84596577,0.01880605,0,0,0,0
Player 779,408,-72.41,51.36,5.136,0,0,5.14,-17.74754902,-16.4877451,0.070984671,0,0,0,0
Player 780,407,-297.18,86.93,8.693,0,0,8.69,-73.01719902,-70.88206388,0.029241537,0,0,0,0
Player 781,406,-228.96,74.59,7.459,0,0,7.46,-56.39408867,-54.55665025,0.03258211,0,0,0,0
Player 782,405,218.27,63.18,6.318,0,0,6.32,53.89382716,55.45432099,0.028954964,1,1,1,1
Player 783,405,-145.82,27.83,2.783,0,0,2.78,-36.00493827,-35.31851852,0.0190646,0,0,0,0
Player 784,405,28.79,49.35,4.935,0,0,4.94,7.108641975,8.328395062,0.171587357,1,1,1,1
Player 785,405,-293.07,53.97,5.397,0,0,5.4,-72.36296296,-71.02962963,0.018425632,0,0,0,0
Player 786,404,-340.25,70.28,7.028,0,0,7.03,-84.22029703,-82.48019802,0.020661278,0,0,0,0
Player 787,403,177.25,50.77,5.077,0,0,5.08,43.98263027,45.24317618,0.028660085,1,1,1,1
Player 788,403,454.6,42.35,4.235,0,0,4.24,112.8039702,113.8560794,0.009326881,1,1,1,1
Player 789,402,-118.38,36.78,3.678,0,0,3.68,-29.44776119,-28.53233831,0.031086332,0,0,0,0
Player 790,401,-100.7,18.77,1.877,0,0,1.88,-25.11221945,-24.64339152,0.018669315,0,0,0,0
Player 791,401,-6.11,35.76,3.576,0,0,3.58,-1.523690773,-0.630922693,0.585924714,0,0,0,0
Player 792,400,-254.81,39.78,3.978,0,0,3.98,-63.7025,-62.7075,0.015619481,0,0,0,0
Player 793,400,206.27,83.43,8.343,0,0,8.34,51.5675,53.6525,0.040432443,1,1,1,1
Player 794,399,-240.21,15.33,1.533,0,0,1.53,-60.20300752,-59.81954887,0.006369427,0,0,0,0
Player 795,399,-204.85,33.27,3.327,0,0,3.33,-51.34085213,-50.50626566,0.016255797,0,0,0,0
Player 796,398,-137.61,60.84,6.084,0,0,6.08,-34.57537688,-33.04773869,0.044182836,0,0,0,0
Player 797,397,-100.95,45.77,4.577,0,0,4.58,-25.42821159,-24.27455919,0.045368995,0,0,0,0
Player 798,396,-493.24,64.55,6.455,0,0,6.46,-124.5555556,-122.9242424,0.013097072,0,0,0,0
Player 799,396,-158.03,56.41,5.641,0,0,5.64,-39.90656566,-38.48232323,0.035689426,0,0,0,0
Player 800,396,158.54,26.54,2.654,0,0,2.65,40.03535354,40.70454545,0.016715025,1,1,1,1
Player 801,395,-231.87,53.31,5.331,0,0,5.33,-58.70126582,-57.35189873,0.022987019,0,0,0,0
Player 802,394,-461.13,11.57,1.157,0,0,1.16,-117.0380711,-116.7436548,0.00251556,0,0,0,0
Player 803,394,-121.97,27.63,2.763,0,0,2.76,-30.95685279,-30.25634518,0.022628515,0,0,0,0
Player 804,393,-761.91,134.54,13.454,0,0,13.45,-193.870229,-190.4478372,0.017653004,0,0,0,0
Player 805,392,-544.79,42.29,4.229,0,0,4.23,-138.9770408,-137.8979592,0.00776446,0,0,0,0
Player 806,391,184.63,25.93,2.593,0,0,2.59,47.21994885,47.88235294,0.014028056,1,1,1,1
Player 807,391,-282.41,66.81,6.681,0,0,6.68,-72.22762148,-70.51918159,0.023653553,0,0,0,0
Player 808,390,-169.51,18.28,1.828,0,0,1.83,-43.46410256,-42.99487179,0.010795823,0,0,0,0
Player 809,389,-102.17,51.02,5.102,0,0,5.1,-26.26478149,-24.95372751,0.049916805,0,0,0,0
Player 810,389,87.95,31.44,3.144,0,0,3.14,22.6092545,23.41645244,0.035702103,1,1,1,1
Player 811,388,-217.88,52.22,5.222,0,0,5.22,-56.15463918,-54.80927835,0.023958142,0,0,0,0
Player 812,388,-28.81,34.05,3.405,0,0,3.41,-7.425257732,-6.546391753,0.11836168,0,0,0,0
Player 813,387,-150.29,54.38,5.438,0,0,5.44,-38.83462532,-37.42894057,0.036196686,0,0,0,0
Player 814,386,60.32,70.89,7.089,0,0,7.09,15.62694301,17.46373057,0.117539788,1,1,1,1
Player 815,386,-277.25,30.94,3.094,0,0,3.09,-71.82642487,-71.02590674,0.011145176,0,0,0,0
Player 816,385,-163.3,37.17,3.717,0,0,3.72,-42.41558442,-41.44935065,0.022780159,0,0,0,0
Player 817,384,396.96,67.04,6.704,0,0,6.7,103.375,105.1197917,0.016878275,1,1,1,1
Player 818,384,-214.36,20.45,2.045,0,0,2.05,-55.82291667,-55.2890625,0.009563351,0,0,0,0
Player 819,383,65.53,69.23,6.923,0,0,6.92,17.10966057,18.91644909,0.105600488,1,1,1,1
Player 820,383,-667.84,51.25,5.125,0,0,5.13,-174.3707572,-173.0313316,0.007681481,0,0,0,0
Player 821,382,-87.93,24.23,2.423,0,0,2.42,-23.01832461,-22.38481675,0.027521892,0,0,0,0
Player 822,382,-55.41,28.29,2.829,0,0,2.83,-14.5052356,-13.76439791,0.051073813,0,0,0,0
Player 823,381,-98.91,42.51,4.251,0,0,4.25,-25.96062992,-24.84514436,0.042968355,0,0,0,0
Player 824,380,-78.8,16.6,1.66,0,0,1.66,-20.73684211,-20.3,0.02106599,0,0,0,0
Player 825,379,115.49,54.6,5.46,0,0,5.46,30.47229551,31.91292876,0.047276821,1,1,1,1
Player 826,378,-108.81,58.87,5.887,0,0,5.89,-28.78571429,-27.22751323,0.054131054,0,0,0,0
Player 827,378,-71.64,91.65,9.165,0,0,9.17,-18.95238095,-16.52645503,0.128001117,0,0,0,0
Player 828,377,-652.19,41.47,4.147,0,0,4.15,-172.994695,-171.8938992,0.006363176,0,0,0,0
Player 829,377,-97.59,31.96,3.196,0,0,3.2,-25.88594164,-25.03713528,0.032790245,0,0,0,0
Player 830,376,116.14,26.11,2.611,0,0,2.61,30.88829787,31.58244681,0.022472878,1,1,1,1
Player 831,375,-161.7,46.21,4.621,0,0,4.62,-43.12,-41.888,0.028571429,0,0,0,0
Player 832,374,-168.03,68.96,6.896,0,0,6.9,-44.92780749,-43.0828877,0.041064096,0,0,0,0
Player 833,374,-334.91,24.73,2.473,0,0,2.47,-89.54812834,-88.88770053,0.007375116,0,0,0,0
Player 834,373,-42,80.37,8.037,0,0,8.04,-11.26005362,-9.104557641,0.191428571,0,0,0,0
Player 835,372,-64.16,53.44,5.344,0,0,5.34,-17.24731183,-15.81182796,0.083229426,0,0,0,0
Player 836,372,-180.4,30.5,3.05,0,0,3.05,-48.49462366,-47.67473118,0.016906874,0,0,0,0
Player 837,371,-389.54,34.42,3.442,0,0,3.44,-104.9973046,-104.0700809,0.008830929,0,0,0,0
Player 838,371,-193.42,30.08,3.008,0,0,3.01,-52.13477089,-51.32345013,0.015561989,0,0,0,0
Player 839,370,-428.99,37.6,3.76,0,0,3.76,-115.9432432,-114.927027,0.008764773,0,0,0,0
Player 840,370,16.14,29.22,2.922,0,0,2.92,4.362162162,5.151351351,0.180916976,1,1,1,1
Player 841,369,141.27,69.5,6.95,0,0,6.95,38.28455285,40.16802168,0.049196574,1,1,1,1
Player 842,369,176.74,42.44,4.244,0,0,4.24,47.89701897,49.04607046,0.023990042,1,1,1,1
Player 843,368,-164.64,23.82,2.382,0,0,2.38,-44.73913043,-44.0923913,0.014455782,0,0,0,0
Player 844,368,-215.21,39.13,3.913,0,0,3.91,-58.48097826,-57.41847826,0.018168301,0,0,0,0
Player 845,368,17.79,29.58,2.958,0,0,2.96,4.83423913,5.638586957,0.16638561,1,1,1,1
Player 846,367,-222.76,26.38,2.638,0,0,2.64,-60.69754768,-59.97820163,0.01185132,0,0,0,0
Player 847,366,-41.82,24.16,2.416,0,0,2.42,-11.42622951,-10.76502732,0.057867049,0,0,0,0
Player 848,366,-225.98,56.93,5.693,0,0,5.69,-61.7431694,-60.18852459,0.025179219,0,0,0,0
Player 849,366,-338.87,31.87,3.187,0,0,3.19,-92.58743169,-91.71584699,0.009413639,0,0,0,0
Player 850,365,-4.67,46.9,4.69,0,0,4.69,-1.279452055,0.005479452,1.004282655,0,0,1,1
Player 851,365,-388.99,58.84,5.884,0,0,5.88,-106.5726027,-104.9616438,0.01511607,0,0,0,0
Player 852,364,208.51,45.52,4.552,0,0,4.55,57.28296703,58.53296703,0.021821495,1,1,1,1
Player 853,364,172.09,35.39,3.539,0,0,3.54,47.27747253,48.25,0.020570632,1,1,1,1
Player 854,363,-426.85,43.16,4.316,0,0,4.32,-117.5895317,-116.399449,0.010120651,0,0,0,0
Player 855,363,-66.97,55.49,5.549,0,0,5.55,-18.44903581,-16.92011019,0.082872928,0,0,0,0
Player 856,362,278.44,47.36,4.736,0,0,4.74,76.91712707,78.22651934,0.017023416,1,1,1,1
Player 857,361,-258.69,19.67,1.967,0,0,1.97,-71.65927978,-71.11357341,0.007615292,0,0,0,0
Player 858,360,-127.16,31.07,3.107,0,0,3.11,-35.32222222,-34.45833333,0.024457377,0,0,0,0
Player 859,360,-439.49,63.62,6.362,0,0,6.36,-122.0805556,-120.3138889,0.014471319,0,0,0,0
Player 860,359,-297.21,15.43,1.543,0,0,1.54,-82.78830084,-82.35933148,0.005181521,0,0,0,0
Player 861,358,63.38,20.94,2.094,0,0,2.09,17.70391061,18.2877095,0.032975702,1,1,1,1
Player 862,357,-221.56,48.08,4.808,0,0,4.81,-62.06162465,-60.71428571,0.021709695,0,0,0,0
Player 863,357,-156.73,23.75,2.375,0,0,2.38,-43.90196078,-43.23529412,0.015185351,0,0,0,0
Player 864,357,235.54,49.51,4.951,0,0,4.95,65.97759104,67.36414566,0.021015539,1,1,1,1
Player 865,356,-350.37,46.76,4.676,0,0,4.68,-98.41853933,-97.10393258,0.013357308,0,0,0,0
Player 866,356,-11.25,19.47,1.947,0,0,1.95,-3.16011236,-2.612359551,0.173333333,0,0,0,0
Player 867,355,-30.61,22.85,2.285,0,0,2.29,-8.622535211,-7.977464789,0.074812153,0,0,0,0
Player 868,354,-94.82,18.48,1.848,0,0,1.85,-26.78531073,-26.26271186,0.019510652,0,0,0,0
Player 869,354,-71.67,44.34,4.434,0,0,4.43,-20.24576271,-18.99435028,0.061811079,0,0,0,0
Player 870,354,-165.7,67.53,6.753,0,0,6.75,-46.8079096,-44.90112994,0.04073627,0,0,0,0
Player 871,353,-244,36.05,3.605,0,0,3.61,-69.12181303,-68.09915014,0.014795082,0,0,0,0
Player 872,353,-398.32,40.17,4.017,0,0,4.02,-112.8385269,-111.6997167,0.010092388,0,0,0,0
Player 873,352,-77.81,31.68,3.168,0,0,3.17,-22.10511364,-21.20454545,0.040740265,0,0,0,0
Player 874,352,32.21,36.1,3.61,0,0,3.61,9.150568182,10.17613636,0.112076995,1,1,1,1
Player 875,351,-326.57,19.04,1.904,0,0,1.9,-93.03988604,-92.4985755,0.005818048,0,0,0,0
Player 876,350,-148.44,35.22,3.522,0,0,3.52,-42.41142857,-41.40571429,0.023713285,0,0,0,0
Player 877,350,4.85,36.53,3.653,0,0,3.65,1.385714286,2.428571429,0.75257732,1,1,1,1
Player 878,349,-231.8,35.85,3.585,0,0,3.59,-66.41833811,-65.38968481,0.015487489,0,0,0,0
Player 879,349,-84.49,18.96,1.896,0,0,1.9,-24.20916905,-23.66475645,0.022487868,0,0,0,0
Player 880,348,32.8,45.26,4.526,0,0,4.53,9.425287356,10.72701149,0.138109756,1,1,1,1
Player 881,348,31.78,40.8,4.08,0,0,4.08,9.132183908,10.3045977,0.128382631,1,1,1,1
Player 882,347,-163.48,29.12,2.912,0,0,2.91,-47.11239193,-46.27377522,0.017800343,0,0,0,0
Player 883,347,-166.56,27.98,2.798,0,0,2.8,-48,-47.19308357,0.016810759,0,0,0,0
Player 884,346,-144.65,31.84,3.184,0,0,3.18,-41.80635838,-40.88728324,0.0219841,0,0,0,0
Player 885,346,-267.5,52.75,5.275,0,0,5.28,-77.31213873,-75.78612717,0.019738318,0,0,0,0
Player 886,345,-414.08,21.23,2.123,0,0,2.12,-120.0231884,-119.4086957,0.005119784,0,0,0,0
Player 887,345,-247.5,54.3,5.43,0,0,5.43,-71.73913043,-70.16521739,0.021939394,0,0,0,0
Player 888,344,74.59,42.06,4.206,0,0,4.21,21.68313953,22.90697674,0.056441882,1,1,1,1
Player 889,344,-12.68,26.87,2.687,0,0,2.69,-3.686046512,-2.904069767,0.21214511,0,0,0,0
Player 890,343,-303.54,34.44,3.444,0,0,3.44,-88.49562682,-87.49271137,0.011332938,0,0,0,0
Player 891,342,-109.75,26.52,2.652,0,0,2.65,-32.09064327,-31.31578947,0.024145786,0,0,0,0
Player 892,342,-317.64,31.86,3.186,0,0,3.19,-92.87719298,-91.94444444,0.010042816,0,0,0,0
Player 893,342,-496.79,43.55,4.355,0,0,4.36,-145.2602339,-143.9853801,0.008776344,0,0,0,0
Player 894,341,95.6,35.65,3.565,0,0,3.57,28.03519062,29.08211144,0.037343096,1,1,1,1
Player 895,341,-76.83,21.69,2.169,0,0,2.17,-22.53079179,-21.89442815,0.028244175,0,0,0,0
Player 896,340,-28.39,68.9,6.89,0,0,6.89,-8.35,-6.323529412,0.242691088,0,0,0,0
Player 897,340,-291.95,55.9,5.59,0,0,5.59,-85.86764706,-84.22352941,0.019147114,0,0,0,0
Player 898,339,-138.27,24.47,2.447,0,0,2.45,-40.78761062,-40.06489676,0.017718956,0,0,0,0
Player 899,339,-133.9,21.86,2.186,0,0,2.19,-39.49852507,-38.85250737,0.016355489,0,0,0,0
Player 900,338,-93.11,27.26,2.726,0,0,2.73,-27.54733728,-26.73964497,0.029320159,0,0,0,0
Player 901,338,-381.86,22.85,2.285,0,0,2.29,-112.9763314,-112.2988166,0.005996962,0,0,0,0
Player 902,337,-210.14,61.84,6.184,0,0,6.18,-62.35608309,-60.52225519,0.029408965,0,0,0,0
Player 903,337,-214.46,30.47,3.047,0,0,3.05,-63.6379822,-62.73293769,0.014221766,0,0,0,0
Player 904,336,105.66,33.43,3.343,0,0,3.34,31.44642857,32.44047619,0.031610827,1,1,1,1
Player 905,336,-50.59,13.73,1.373,0,0,1.37,-15.05654762,-14.64880952,0.027080451,0,0,0,0
Player 906,335,-83.02,28.17,2.817,0,0,2.82,-24.78208955,-23.94029851,0.033967719,0,0,0,0
Player 907,335,-98.9,33.85,3.385,0,0,3.39,-29.52238806,-28.51044776,0.034277048,0,0,0,0
Player 908,334,-152.51,33.61,3.361,0,0,3.36,-45.66167665,-44.65568862,0.022031342,0,0,0,0
Player 909,334,-87.96,35.24,3.524,0,0,3.52,-26.33532934,-25.28143713,0.04001819,0,0,0,0
Player 910,333,-178.25,36.2,3.62,0,0,3.62,-53.52852853,-52.44144144,0.020308555,0,0,0,0
Player 911,332,46.13,33.79,3.379,0,0,3.38,13.89457831,14.9126506,0.07327119,1,1,1,1
Player 912,332,-214.15,19.84,1.984,0,0,1.98,-64.50301205,-63.90662651,0.009245856,0,0,0,0
Player 913,331,-239.91,23.77,2.377,0,0,2.38,-72.48036254,-71.76132931,0.009920387,0,0,0,0
Player 914,331,-223.23,119.04,11.904,0,0,11.9,-67.44108761,-63.84592145,0.053308247,0,0,0,0
Player 915,331,-89.72,24.46,2.446,0,0,2.45,-27.10574018,-26.36555891,0.027307178,0,0,0,0
Player 916,330,-43.16,15.24,1.524,0,0,1.52,-13.07878788,-12.61818182,0.035217794,0,0,0,0
Player 917,330,195.11,52.1,5.21,0,0,5.21,59.12424242,60.7030303,0.026702886,1,1,1,1
Player 918,329,150.07,30.16,3.016,0,0,3.02,45.61398176,46.53191489,0.020123942,1,1,1,1
Player 919,329,-338.7,42.93,4.293,0,0,4.29,-102.9483283,-101.6443769,0.012666076,0,0,0,0
Player 920,328,-78.4,44.81,4.481,0,0,4.48,-23.90243902,-22.53658537,0.057142857,0,0,0,0
Player 921,328,131.42,36.63,3.663,0,0,3.66,40.06707317,41.18292683,0.027849642,1,1,1,1
Player 922,327,-97.51,33.7,3.37,0,0,3.37,-29.81957187,-28.78899083,0.034560558,0,0,0,0
Player 923,327,7.58,90.48,9.048,0,0,9.05,2.318042813,5.085626911,1.193931398,1,1,1,1
Player 924,326,-32.51,50.37,5.037,0,0,5.04,-9.972392638,-8.426380368,0.155029222,0,0,0,0
Player 925,326,40.73,36.6,3.66,0,0,3.66,12.49386503,13.61656442,0.089860054,1,1,1,1
Player 926,325,65.06,22,2.2,0,0,2.2,20.01846154,20.69538462,0.03381494,1,1,1,1
Player 927,325,-158,73.92,7.392,0,0,7.39,-48.61538462,-46.34153846,0.046772152,0,0,0,0
Player 928,325,-24.91,31.5,3.15,0,0,3.15,-7.664615385,-6.695384615,0.126455239,0,0,0,0
Player 929,324,-272.08,18.97,1.897,0,0,1.9,-83.97530864,-83.38888889,0.00698324,0,0,0,0
Player 930,324,241.35,44.62,4.462,0,0,4.46,74.49074074,75.86728395,0.018479387,1,1,1,1
Player 931,323,-152.87,20.99,2.099,0,0,2.1,-47.32817337,-46.67801858,0.013737162,0,0,0,0
Player 932,323,-241.97,26.59,2.659,0,0,2.66,-74.91331269,-74.08978328,0.010993098,0,0,0,0
Player 933,322,-45.81,20.6,2.06,0,0,2.06,-14.22670807,-13.58695652,0.044968348,0,0,0,0
Player 934,322,-224.84,9.45,0.945,0,0,0.95,-69.82608696,-69.5310559,0.004225227,0,0,0,0
Player 935,322,-362.95,24.97,2.497,0,0,2.5,-112.7173913,-111.9409938,0.006888001,0,0,0,0
Player 936,321,-412.23,43.06,4.306,0,0,4.31,-128.4205607,-127.0778816,0.010455328,0,0,0,0
Player 937,321,-2,17.39,1.739,0,0,1.74,-0.62305296,-0.080996885,0.87,0,0,0,0
Player 938,320,-77.97,7.83,0.783,0,0,0.78,-24.365625,-24.121875,0.010003848,0,0,0,0
Player 939,320,-127.67,23.07,2.307,0,0,2.31,-39.896875,-39.175,0.018093522,0,0,0,0
Player 940,319,-358.21,39.94,3.994,0,0,3.99,-112.2915361,-111.0407524,0.011138718,0,0,0,0
Player 941,319,-409.61,39.36,3.936,0,0,3.94,-128.4043887,-127.169279,0.009618906,0,0,0,0
Player 942,318,-114.79,32.87,3.287,0,0,3.29,-36.09748428,-35.06289308,0.028661033,0,0,0,0
Player 943,318,-65.56,41.88,4.188,0,0,4.19,-20.6163522,-19.29874214,0.063910921,0,0,0,0
Player 944,317,-174.12,26.63,2.663,0,0,2.66,-54.92744479,-54.08832808,0.015276821,0,0,0,0
Player 945,317,16.31,16.69,1.669,0,0,1.67,5.14511041,5.67192429,0.102391171,1,1,1,1
Player 946,316,-54.14,38.5,3.85,0,0,3.85,-17.13291139,-15.91455696,0.071111932,0,0,0,0
Player 947,316,-323.59,29.08,2.908,0,0,2.91,-102.4018987,-101.4810127,0.008992861,0,0,0,0
Player 948,316,-249.42,42.4,4.24,0,0,4.24,-78.93037975,-77.58860759,0.016999439,0,0,0,0
Player 949,316,-36.87,43.53,4.353,0,0,4.35,-11.66772152,-10.29113924,0.117982099,0,0,0,0
Player 950,315,-145.06,52.47,5.247,0,0,5.25,-46.05079365,-44.38412698,0.036191921,0,0,0,0
Player 951,315,-158.14,28.04,2.804,0,0,2.8,-50.2031746,-49.31428571,0.01770583,0,0,0,0
Player 952,314,-449.2,57.1,5.71,0,0,5.71,-143.0573248,-141.2388535,0.012711487,0,0,0,0
Player 953,314,-121.59,24.25,2.425,0,0,2.43,-38.72292994,-37.94904459,0.019985196,0,0,0,0
Player 954,314,-466.61,75.34,7.534,0,0,7.53,-148.6019108,-146.2038217,0.016137674,0,0,0,0
Player 955,313,-143.35,44.96,4.496,0,0,4.5,-45.79872204,-44.36102236,0.031391699,0,0,0,0
Player 956,313,5.04,26.77,2.677,0,0,2.68,1.610223642,2.466453674,0.531746032,1,1,1,1
Player 957,312,-346.04,40.95,4.095,0,0,4.1,-110.9102564,-109.5961538,0.011848341,0,0,0,0
Player 958,312,-208.79,25.7,2.57,0,0,2.57,-66.91987179,-66.09615385,0.012309019,0,0,0,0
Player 959,311,327.42,57.32,5.732,0,0,5.73,105.2797428,107.1221865,0.017500458,1,1,1,1
Player 960,311,161.99,36.41,3.641,0,0,3.64,52.08681672,53.25723473,0.022470523,1,1,1,1
