Player,Hands,Result,RakePaid,FlatRB,winrate,Rbwinrate,Rbeffect,Reg,PlayerType,RBReg,RB_PlayerType
Player 787,403,177.25,50.77,10.154,43.98263027,46.50223325,0.057286319,1,1,1,1
Player 788,403,454.6,42.35,8.47,112.8039702,114.9057072,0.018631764,1,1,1,1
Player 789,402,-118.38,36.78,7.356,-29.44776119,-27.61791045,0.062138875,0,0,0,1
Player 790,401,-100.7,18.77,3.754,-25.11221945,-24.17605985,0.037279047,0,0,0,1
Player 791,401,-6.11,35.76,7.152,-1.523690773,0.259850374,1.170540098,0,1,1,1
Player 792,400,-254.81,39.78,7.956,-63.7025,-61.7135,0.031223264,0,0,0,1
Player 793,400,206.27,83.43,16.686,51.5675,55.739,0.080893974,1,1,1,1
Player 794,399,-240.21,15.33,3.066,-60.20300752,-59.43458647,0.012763832,0,0,0,1
Player 795,399,-204.85,33.27,6.654,-51.34085213,-49.67318296,0.032482304,0,0,0,1
Player 796,398,-137.61,60.84,12.168,-34.57537688,-31.51809045,0.088423806,0,0,0,1
Player 797,397,-100.95,45.77,9.154,-25.42821159,-23.12241814,0.090678554,0,0,0,1
Player 798,396,-493.24,64.55,12.91,-124.5555556,-121.2954545,0.026173871,0,0,0,1
Player 799,396,-158.03,56.41,11.282,-39.90656566,-37.05757576,0.071391508,0,0,0,1
Player 800,396,158.54,26.54,5.308,40.03535354,41.37575758,0.03348051,1,1,1,1
Player 801,395,-231.87,53.31,10.662,-58.70126582,-56.00202532,0.045982663,0,0,0,1
Player 802,394,-461.13,11.57,2.314,-117.0380711,-116.4507614,0.005018108,0,0,0,1
Player 803,394,-121.97,27.63,5.526,-30.95685279,-29.55431472,0.045306223,0,0,0,1
Player 804,393,-761.91,134.54,26.908,-193.870229,-187.0234097,0.035316507,0,0,0,1
Player 805,392,-544.79,42.29,8.458,-138.9770408,-136.8193878,0.015525248,0,0,0,1
Player 806,391,184.63,25.93,5.186,47.21994885,48.54629156,0.02808861,1,1,1,1
Player 807,391,-282.41,66.81,13.362,-72.22762148,-68.81023018,0.047314189,0,0,0,1
Player 808,390,-169.51,18.28,3.656,-43.46410256,-42.52666667,0.021568049,0,0,0,1
Player 809,389,-102.17,51.02,10.204,-26.26478149,-23.64164524,0.099872761,0,0,0,1
Player 810,389,87.95,31.44,6.288,22.6092545,24.22570694,0.071495168,1,1,1,1
Player 811,388,-217.88,52.22,10.444,-56.15463918,-53.4628866,0.047934643,0,0,0,1
Player 812,388,-28.81,34.05,6.81,-7.425257732,-5.670103093,0.236376258,0,0,0,1
Player 813,387,-150.29,54.38,10.876,-38.83462532,-36.02428941,0.072366757,0,0,0,1
Player 814,386,60.32,70.89,14.178,15.62694301,19.3,0.235046419,1,1,1,1
Player 815,386,-277.25,30.94,6.188,-71.82642487,-70.22331606,0.022319207,0,0,0,1
Player 816,385,-163.3,37.17,7.434,-42.41558442,-40.48467532,0.045523576,0,0,0,1
Player 817,384,396.96,67.04,13.408,103.375,106.8666667,0.033776703,1,1,1,1
Player 818,384,-214.36,20.45,4.09,-55.82291667,-54.7578125,0.019080052,0,0,0,1
Player 819,383,65.53,69.23,13.846,17.10966057,20.72480418,0.211292538,1,1,1,1
Player 820,383,-667.84,51.25,10.25,-174.3707572,-171.694517,0.015347987,0,0,0,1
Player 821,382,-87.93,24.23,4.846,-23.01832461,-21.74973822,0.055112021,0,0,0,1
Player 822,382,-55.41,28.29,5.658,-14.5052356,-13.02408377,0.102111532,0,0,0,1
Player 823,381,-98.91,42.51,8.502,-25.96062992,-23.72913386,0.08595693,0,0,0,1
Player 824,380,-78.8,16.6,3.32,-20.73684211,-19.86315789,0.04213198,0,0,0,1
Player 825,379,115.49,54.6,10.92,30.47229551,33.35356201,0.094553641,1,1,1,1
Player 826,378,-108.81,58.87,11.774,-28.78571429,-25.67089947,0.108206966,0,0,0,1
Player 827,378,-71.64,91.65,18.33,-18.95238095,-14.1031746,0.255862647,0,0,0,1
Player 828,377,-652.19,41.47,8.294,-172.994695,-170.794695,0.012717153,0,0,0,1
Player 829,377,-97.59,31.96,6.392,-25.88594164,-24.19045093,0.065498514,0,0,0,1
Player 830,376,116.14,26.11,5.222,30.88829787,32.27712766,0.044962976,1,1,1,1
Player 831,375,-161.7,46.21,9.242,-43.12,-40.65546667,0.057155226,0,0,0,1
Player 832,374,-168.03,68.96,13.792,-44.92780749,-41.24010695,0.082080581,0,0,0,1
Player 833,374,-334.91,24.73,4.946,-89.54812834,-88.22566845,0.014768147,0,0,0,1
Player 834,373,-42,80.37,16.074,-11.26005362,-6.950670241,0.382714286,0,0,0,1
Player 835,372,-64.16,53.44,10.688,-17.24731183,-14.37419355,0.166583541,0,0,0,1
Player 836,372,-180.4,30.5,6.1,-48.49462366,-46.85483871,0.033813747,0,0,0,1
Player 837,371,-389.54,34.42,6.884,-104.9973046,-103.141779,0.017672126,0,0,0,1
Player 838,371,-193.42,30.08,6.016,-52.13477089,-50.51320755,0.031103298,0,0,0,1
Player 839,370,-428.99,37.6,7.52,-115.9432432,-113.9108108,0.017529546,0,0,0,1
Player 840,370,16.14,29.22,5.844,4.362162162,5.941621622,0.362081785,1,1,1,1
Player 841,369,141.27,69.5,13.9,38.28455285,42.05149051,0.098393148,1,1,1,1
Player 842,369,176.74,42.44,8.488,47.89701897,50.19728997,0.048025348,1,1,1,1
Player 843,368,-164.64,23.82,4.764,-44.73913043,-43.44456522,0.02893586,0,0,0,1
Player 844,368,-215.21,39.13,7.826,-58.48097826,-56.35434783,0.036364481,0,0,0,1
Player 845,368,17.79,29.58,5.916,4.83423913,6.441847826,0.332546374,1,1,1,1
Player 846,367,-222.76,26.38,5.276,-60.69754768,-59.2599455,0.023684683,0,0,0,1
Player 847,366,-41.82,24.16,4.832,-11.42622951,-10.10601093,0.115542803,0,0,0,1
Player 848,366,-225.98,56.93,11.386,-61.7431694,-58.63224044,0.05038499,0,0,0,1
Player 849,366,-338.87,31.87,6.374,-92.58743169,-90.84590164,0.018809573,0,0,0,1
Player 850,365,-4.67,46.9,9.38,-1.279452055,1.290410959,2.00856531,0,1,1,1
Player 851,365,-388.99,58.84,11.768,-106.5726027,-103.3484932,0.030252705,0,0,0,1
Player 852,364,208.51,45.52,9.104,57.28296703,59.78406593,0.043662174,1,1,1,1
Player 853,364,172.09,35.39,7.078,47.27747253,49.22197802,0.041129641,1,1,1,1
Player 854,363,-426.85,43.16,8.632,-117.5895317,-115.2115702,0.020222561,0,0,0,1
Player 855,363,-66.97,55.49,11.098,-18.44903581,-15.39173554,0.165715992,0,0,0,1
Player 856,362,278.44,47.36,9.472,76.91712707,79.53370166,0.034018101,1,1,1,1
Player 857,361,-258.69,19.67,3.934,-71.65927978,-70.56952909,0.015207391,0,0,0,1
Player 858,360,-127.16,31.07,6.214,-35.32222222,-33.59611111,0.048867568,0,0,0,1
Player 859,360,-439.49,63.62,12.724,-122.0805556,-118.5461111,0.02895174,0,0,0,1
Player 860,359,-297.21,15.43,3.086,-82.78830084,-81.92869081,0.010383231,0,0,0,1
Player 861,358,63.38,20.94,4.188,17.70391061,18.87374302,0.066077627,1,1,1,1
Player 862,357,-221.56,48.08,9.616,-62.06162465,-59.36806723,0.043401336,0,0,0,1
Player 863,357,-156.73,23.75,4.75,-43.90196078,-42.57142857,0.030306897,0,0,0,1
Player 864,357,235.54,49.51,9.902,65.97759104,68.7512605,0.042039569,1,1,1,1
Player 865,356,-350.37,46.76,9.352,-98.41853933,-95.79157303,0.026691783,0,0,0,1
Player 866,356,-11.25,19.47,3.894,-3.16011236,-2.066292135,0.346133333,0,0,0,1
Player 867,355,-30.61,22.85,4.57,-8.622535211,-7.335211268,0.149297615,0,0,0,1
Player 868,354,-94.82,18.48,3.696,-26.78531073,-25.74124294,0.038979118,0,0,0,1
Player 869,354,-71.67,44.34,8.868,-20.24576271,-17.74067797,0.12373378,0,0,0,1
Player 870,354,-165.7,67.53,13.506,-46.8079096,-42.99265537,0.081508751,0,0,0,1
Player 871,353,-244,36.05,7.21,-69.12181303,-67.07932011,0.02954918,0,0,0,1
Player 872,353,-398.32,40.17,8.034,-112.8385269,-110.5626062,0.020169713,0,0,0,1
Player 873,352,-77.81,31.68,6.336,-22.10511364,-20.30511364,0.081429122,0,0,0,1
Player 874,352,32.21,36.1,7.22,9.150568182,11.20170455,0.22415399,1,1,1,1
Player 875,351,-326.57,19.04,3.808,-93.03988604,-91.95498575,0.011660593,0,0,0,1
Player 876,350,-148.44,35.22,7.044,-42.41142857,-40.39885714,0.047453517,0,0,0,1
Player 877,350,4.85,36.53,7.306,1.385714286,3.473142857,1.506391752,1,1,1,1
Player 878,349,-231.8,35.85,7.17,-66.41833811,-64.36389685,0.030931838,0,0,0,1
Player 879,349,-84.49,18.96,3.792,-24.20916905,-23.1226361,0.044881051,0,0,0,1
Player 880,348,32.8,45.26,9.052,9.425287356,12.02643678,0.27597561,1,1,1,1
Player 881,348,31.78,40.8,8.16,9.132183908,11.47701149,0.256765261,1,1,1,1
Player 882,347,-163.48,29.12,5.824,-47.11239193,-45.43400576,0.035625153,0,0,0,1
Player 883,347,-166.56,27.98,5.596,-48,-46.38731988,0.033597503,0,0,0,1
Player 884,346,-144.65,31.84,6.368,-41.80635838,-39.96589595,0.044023505,0,0,0,1
Player 885,346,-267.5,52.75,10.55,-77.31213873,-74.26300578,0.039439252,0,0,0,1
Player 886,345,-414.08,21.23,4.246,-120.0231884,-118.7924638,0.010254057,0,0,0,1
Player 887,345,-247.5,54.3,10.86,-71.73913043,-68.59130435,0.043878788,0,0,0,1
Player 888,344,74.59,42.06,8.412,21.68313953,24.12848837,0.112776512,1,1,1,1
Player 889,344,-12.68,26.87,5.374,-3.686046512,-2.123837209,0.423817035,0,0,0,1
Player 890,343,-303.54,34.44,6.888,-88.49562682,-86.48746356,0.022692232,0,0,0,1
Player 891,342,-109.75,26.52,5.304,-32.09064327,-30.53976608,0.048328018,0,0,0,1
Player 892,342,-317.64,31.86,6.372,-92.87719298,-91.01403509,0.020060446,0,0,0,1
Player 893,342,-496.79,43.55,8.71,-145.2602339,-142.7134503,0.017532559,0,0,0,1
Player 894,341,95.6,35.65,7.13,28.03519062,30.12609971,0.07458159,1,1,1,1
Player 895,341,-76.83,21.69,4.338,-22.53079179,-21.25865103,0.056462319,0,0,0,1
Player 896,340,-28.39,68.9,13.78,-8.35,-4.297058824,0.485382177,0,0,0,1
Player 897,340,-291.95,55.9,11.18,-85.86764706,-82.57941176,0.038294229,0,0,0,1
Player 898,339,-138.27,24.47,4.894,-40.78761062,-39.3439528,0.035394518,0,0,0,1
Player 899,339,-133.9,21.86,4.372,-39.49852507,-38.20884956,0.032651232,0,0,0,1
Player 900,338,-93.11,27.26,5.452,-27.54733728,-25.93431953,0.058554398,0,0,0,1
Player 901,338,-381.86,22.85,4.57,-112.9763314,-111.6242604,0.011967737,0,0,0,1
Player 902,337,-210.14,61.84,12.368,-62.35608309,-58.68605341,0.058856001,0,0,0,1
Player 903,337,-214.46,30.47,6.094,-63.6379822,-61.82967359,0.028415555,0,0,0,1
Player 904,336,105.66,33.43,6.686,31.44642857,33.43630952,0.06327844,1,1,1,1
Player 905,336,-50.59,13.73,2.746,-15.05654762,-14.23928571,0.054279502,0,0,0,1
Player 906,335,-83.02,28.17,5.634,-24.78208955,-23.10029851,0.067863165,0,0,0,1
Player 907,335,-98.9,33.85,6.77,-29.52238806,-27.50149254,0.068452983,0,0,0,1
Player 908,334,-152.51,33.61,6.722,-45.66167665,-43.6491018,0.044075798,0,0,0,1
Player 909,334,-87.96,35.24,7.048,-26.33532934,-24.2251497,0.080127331,0,0,0,1
Player 910,333,-178.25,36.2,7.24,-53.52852853,-51.35435435,0.040617111,0,0,0,1
Player 911,332,46.13,33.79,6.758,13.89457831,15.93012048,0.146499025,1,1,1,1
Player 912,332,-214.15,19.84,3.968,-64.50301205,-63.30783133,0.018529068,0,0,0,1
Player 913,331,-239.91,23.77,4.754,-72.48036254,-71.04410876,0.019815764,0,0,0,1
Player 914,331,-223.23,119.04,23.808,-67.44108761,-60.24833837,0.106652332,0,0,0,1
Player 915,331,-89.72,24.46,4.892,-27.10574018,-25.62779456,0.05452519,0,0,0,1
Player 916,330,-43.16,15.24,3.048,-13.07878788,-12.15515152,0.070620945,0,0,0,1
Player 917,330,195.11,52.1,10.42,59.12424242,62.28181818,0.053405771,1,1,1,1
Player 918,329,150.07,30.16,6.032,45.61398176,47.44741641,0.040194576,1,1,1,1
Player 919,329,-338.7,42.93,8.586,-102.9483283,-100.3386018,0.025349868,0,0,0,1
Player 920,328,-78.4,44.81,8.962,-23.90243902,-21.17012195,0.114311224,0,0,0,1
Player 921,328,131.42,36.63,7.326,40.06707317,42.30060976,0.05574494,1,1,1,1
Player 922,327,-97.51,33.7,6.74,-29.81957187,-27.75840979,0.069121116,0,0,0,1
Player 923,327,7.58,90.48,18.096,2.318042813,7.851987768,2.387335093,1,1,1,1
Player 924,326,-32.51,50.37,10.074,-9.972392638,-6.882208589,0.309873885,0,0,0,1
Player 925,326,40.73,36.6,7.32,12.49386503,14.7392638,0.179720108,1,1,1,1
Player 926,325,65.06,22,4.4,20.01846154,21.37230769,0.06762988,1,1,1,1
Player 927,325,-158,73.92,14.784,-48.61538462,-44.06646154,0.09356962,0,0,0,1
Player 928,325,-24.91,31.5,6.3,-7.664615385,-5.726153846,0.252910478,0,0,0,1
Player 929,324,-272.08,18.97,3.794,-83.97530864,-82.80432099,0.013944428,0,0,0,1
Player 930,324,241.35,44.62,8.924,74.49074074,77.24506173,0.036975347,1,1,1,1
Player 931,323,-152.87,20.99,4.198,-47.32817337,-46.02848297,0.027461242,0,0,0,1
Player 932,323,-241.97,26.59,5.318,-74.91331269,-73.26687307,0.021977931,0,0,0,1
Player 933,322,-45.81,20.6,4.12,-14.22670807,-12.94720497,0.089936695,0,0,0,1
Player 934,322,-224.84,9.45,1.89,-69.82608696,-69.23913043,0.008405978,0,0,0,1
Player 935,322,-362.95,24.97,4.994,-112.7173913,-111.1664596,0.013759471,0,0,0,1
Player 936,321,-412.23,43.06,8.612,-128.4205607,-125.7376947,0.02089125,0,0,0,1
Player 937,321,-2,17.39,3.478,-0.62305296,0.460436137,1.738999999,0,1,1,1
Player 938,320,-77.97,7.83,1.566,-24.365625,-23.87625,0.020084648,0,0,0,1
Player 939,320,-127.67,23.07,4.614,-39.896875,-38.455,0.036140049,0,0,0,1
Player 940,319,-358.21,39.94,7.988,-112.2915361,-109.7874608,0.022299769,0,0,0,1
Player 941,319,-409.61,39.36,7.872,-128.4043887,-125.9366771,0.019218281,0,0,0,1
Player 942,318,-114.79,32.87,6.574,-36.09748428,-34.03018868,0.057269797,0,0,0,1
Player 943,318,-65.56,41.88,8.376,-20.6163522,-17.98238994,0.12776083,0,0,0,1
Player 944,317,-174.12,26.63,5.326,-54.92744479,-53.24731861,0.0305881,0,0,0,1
Player 945,317,16.31,16.69,3.338,5.14511041,6.198107256,0.204659718,1,1,1,1
Player 946,316,-54.14,38.5,7.7,-17.13291139,-14.69620253,0.142223864,0,0,0,1
Player 947,316,-323.59,29.08,5.816,-102.4018987,-100.5613924,0.017973361,0,0,0,1
Player 948,316,-249.42,42.4,8.48,-78.93037975,-76.24683544,0.033998877,0,0,0,1
Player 949,316,-36.87,43.53,8.706,-11.66772152,-8.912658228,0.236126933,0,0,0,1
Player 950,315,-145.06,52.47,10.494,-46.05079365,-42.71936508,0.072342479,0,0,0,1
Player 951,315,-158.14,28.04,5.608,-50.2031746,-48.42285714,0.035462249,0,0,0,1
Player 952,314,-449.2,57.1,11.42,-143.0573248,-139.4203822,0.025422974,0,0,0,1
Player 953,314,-121.59,24.25,4.85,-38.72292994,-37.17834395,0.039888149,0,0,0,1
Player 954,314,-466.61,75.34,15.068,-148.6019108,-143.8031847,0.032292493,0,0,0,1
Player 955,313,-143.35,44.96,8.992,-45.79872204,-42.92587859,0.06272759,0,0,0,1
Player 956,313,5.04,26.77,5.354,1.610223642,3.320766773,1.062301587,1,1,1,1
Player 957,312,-346.04,40.95,8.19,-110.9102564,-108.2852564,0.023667784,0,0,0,1
Player 958,312,-208.79,25.7,5.14,-66.91987179,-65.2724359,0.024618037,0,0,0,1
Player 959,311,327.42,57.32,11.464,105.2797428,108.9659164,0.035013133,1,1,1,1
Player 960,311,161.99,36.41,7.282,52.08681672,54.42829582,0.044953392,1,1,1,1
Player 961,311,-400.21,49.68,9.936,-128.6848875,-125.4900322,0.024826966,0,0,0,1
Player 962,310,191.84,29.45,5.89,61.88387097,63.78387097,0.030702669,1,1,1,1
Player 963,310,94.83,35.34,7.068,30.59032258,32.87032258,0.074533376,1,1,1,1
Player 964,309,257.72,39.1,7.82,83.40453074,85.93527508,0.030343008,1,1,1,1
Player 965,309,53.85,23.87,4.774,17.42718447,18.97216828,0.088653667,1,1,1,1
Player 966,309,-474.48,121.59,24.318,-153.5533981,-145.6834951,0.051251897,0,0,0,1
Player 967,308,-333.11,20.7,4.14,-108.1525974,-106.8084416,0.012428327,0,0,0,1
Player 968,308,203.41,47.86,9.572,66.04220779,69.15,0.047057667,1,1,1,1
Player 969,307,-254.96,26.38,5.276,-83.04885993,-81.33029316,0.020693442,0,0,0,1
Player 970,307,-79.88,21.62,4.324,-26.01954397,-24.61107492,0.054131197,0,0,0,1
Player 971,306,61.37,50.16,10.032,20.05555556,23.33398693,0.163467492,1,1,1,1
Player 972,306,-26.42,24.63,4.926,-8.633986928,-7.024183007,0.186449659,0,0,0,1
Player 973,305,-0.54,56.25,11.25,-0.17704918,3.51147541,20.83333337,0,1,1,1
Player 974,305,-11.77,74.86,14.972,-3.859016393,1.049836066,1.272047579,0,1,1,1
Player 975,305,-134.33,25.99,5.198,-44.04262295,-42.33836066,0.038695749,0,0,0,1
Player 976,304,144.78,59.12,11.824,47.625,51.51447368,0.081668739,1,1,1,1
Player 977,304,-67.05,26.6,5.32,-22.05592105,-20.30592105,0.079343773,0,0,0,1
Player 978,303,-55.23,42.4,8.48,-18.22772277,-15.4290429,0.153539743,0,0,0,1
Player 979,303,-331.75,35.07,7.014,-109.4884488,-107.1735974,0.021142426,0,0,0,1
Player 980,302,-63.4,21.4,4.28,-20.99337748,-19.57615894,0.067507886,0,0,0,1
Player 981,302,-190.18,32.57,6.514,-62.97350993,-60.81655629,0.034251761,0,0,0,1
Player 982,302,123.61,31.22,6.244,40.93046358,42.99801325,0.050513713,1,1,1,1
Player 983,301,-120.01,36.56,7.312,-39.87043189,-37.44119601,0.060928256,0,0,0,1
Player 984,301,-120.99,38.4,7.68,-40.19601329,-37.64451827,0.06347632,0,0,0,1
Player 985,301,247.54,31.35,6.27,82.23920266,84.32225914,0.02532924,1,1,1,1
Player 986,300,-231.26,18.73,3.746,-77.08666667,-75.838,0.016198218,0,0,0,1
Player 987,300,-229.02,30.6,6.12,-76.34,-74.3,0.026722557,0,0,0,1
Player 988,299,-132.23,21.74,4.348,-44.22408027,-42.76989967,0.032882099,0,0,0,1
Player 989,299,-65.71,25.09,5.018,-21.97658863,-20.29832776,0.07636585,0,0,0,1
Player 990,298,-203.32,37.78,7.556,-68.22818792,-65.69261745,0.037163093,0,0,0,1
Player 991,298,87.83,39.56,7.912,29.47315436,32.12818792,0.090083115,1,1,1,1
Player 992,298,-66.03,33.04,6.608,-22.15771812,-19.94026846,0.100075723,0,0,0,1
Player 993,297,-27.6,16.16,3.232,-9.292929293,-8.204713805,0.117101449,0,0,0,1
Player 994,297,-92.02,36.24,7.248,-30.98316498,-28.54276094,0.078765486,0,0,0,1
Player 995,297,-404.41,37.19,7.438,-136.1649832,-133.6606061,0.018392226,0,0,0,1
Player 996,296,-197.43,13.06,2.612,-66.69932432,-65.81689189,0.013230006,0,0,0,1
Player 997,296,202.89,33.5,6.7,68.54391892,70.80743243,0.03302282,1,1,1,1
Player 998,296,209.29,68.2,13.64,70.70608108,75.31418919,0.065172727,1,1,1,1
Player 999,295,-105.99,30.53,6.106,-35.92881356,-33.85898305,0.057609208,0,0,0,1
Player 1000,295,-154.06,22.48,4.496,-52.22372881,-50.69966102,0.029183435,0,0,0,1
